system_cod,location_c,location_n,BEDS,Managed_by,location_t,Location_1,Grades_tex,Grades_fin,open_date,Status_des,Primary_bu,primary_ad,X_COORDINA,Y_COORDINA,LONGITUDE,LATITUDE,Community_,Council-di,Census_tra,Borough_bl,NTA,NTA_Name,Geographic,Administra,Administ_1,communit_1,LOC_CODE
14K071,K071,Juan Morel Campos Secondary School,331400011071,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1970/07/01 00:00:00.000,Open,K071,215 HEYWARD STREET,"997197","195765",-73.953304000000003,40.703995999999997,"301","33","52900","3022270001",BK72,Williamsburg,"14","14",COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",K071
19K072,K072,P.S./I.S. 072 Annette P Goldman,331900010072,DOE,General Academic,K-8,"05,07,08,SE","PK,0K,01,02,03,04,05",1975/07/01 00:00:00.000,Closed,K072,605 SHEPHERD AVENUE,"1017780","183165",-73.879131000000001,40.669358000000003,"305","42","116400","3040690001",BK82,East New York,"19","19",COMMUNITY SCHOOL DISTRICT 19,"MILLS, ROSE MARIE",K072
23K073,K073,P.S. 073 Thomas S. Boyland,332300010073,DOE,General Academic,K-8,"5","PK,0K,01,02,03,04,05,06,07,08",1889/07/01 00:00:00.000,Closed,K073,251 MCDOUGAL STREET,"1009013","187279",-73.910719000000000,40.680678999999998,"316","37","36900","3015280001",BK79,Ocean Hill,"23","23",COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",K073
32K075,K075,P.S. 075 Mayda Cortiella,333200010075,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1908/07/01 00:00:00.000,Open,K075,95 GROVE STREET,"1006064","191860",-73.921335999999997,40.693261000000000,"304","34","41900","3033140001",BK78,Bushwick South,"32","32",COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",K075
75K077,K077,P.S. K077,307500013077,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",1999/07/01 00:00:00.000,Open,K902,62 PARK PLACE,"990727","186586",-73.976647999999997,40.678809000000001,"306","39","12902","3009410050",BK37,Park Slope-Gowanus,"13","75",CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",K077
22K078,K078,J.H.S. 078 Roy H. Mann,332200010078,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1964/07/01 00:00:00.000,Open,K078,1420 EAST  68 STREET,"1008426","165367",-73.912914000000001,40.620536999999999,"318","46","69602","3083880002",BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,"22","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K078
16K081,K081,P.S. 081 Thaddeus Stevens,331600010081,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1966/07/01 00:00:00.000,Open,K081,990 DEKALB AVENUE,"1002241","191713",-73.935123000000004,40.692866000000002,"303","36","28900","3016020019",BK35,Stuyvesant Heights,"16","16",COMMUNITY SCHOOL DISTRICT 16,"MARTIN, YOLANDA",K081
14K084,K084,P.S. 084 Jose De Diego,331400010084,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1969/07/01 00:00:00.000,Open,K084,250 BERRY STREET,"994283","199805",-73.963808000000000,40.715088999999999,"301","34","55100","3023910001",BK73,North Side-South Side,"14","14",COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",K084
32K086,K086,P.S. 086 The Irvington,333200010086,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1892/07/01 00:00:00.000,Open,K086,220 IRVING AVENUE,"1007041","194533",-73.917804000000004,40.700595000000000,"304","37","43100","3032890027",BK77,Bushwick North,"32","32",COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",K086
15K088,K088,J.H.S. 088 Peter Rouget,331500010088,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1967/07/01 00:00:00.000,Open,K088,544 7TH AVENUE,"987373","180026",-73.988742999999999,40.660805000000003,"307","38","14700","3008800001",BK32,Sunset Park West,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K088
19K089,K089,P.S. 089 Cypress Hills,331900010089,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1997/09/01 00:00:00.000,Open,K814,265 WARWICK STREET,"1015673","186204",-73.886712000000003,40.677706999999998,"305","37","117000","3039520047",BK82,East New York,"19","19",COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K089
21K090,K090,P.S. 90 Edna Cohen School,332100010090,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1965/07/01 00:00:00.000,Open,K090,2840 WEST  12 STREET,"989698","149928",-73.980386999999993,40.578192000000001,"313","47","35000","3072660040",BK23,West Brighton,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K090
17K091,K091,P.S. 091 The Albany Avenue School,331700010091,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",1904/07/01 00:00:00.000,Open,K091,532 ALBANY AVENUE,"1000700","180396",-73.940707000000003,40.661805999999999,"309","41","80600","3047940026",BK60,Prospect Lefferts Gardens-Wingate,"17","17",COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",K091
17K092,K092,P.S. 092 Adrian Hegeman,331700010092,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1906/07/01 00:00:00.000,Open,K092,601 PARKSIDE AVENUE,"997066","178379",-73.953810000000004,40.656275999999998,"309","40","80200","3050490055",BK60,Prospect Lefferts Gardens-Wingate,"17","17",COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",K092
13K093,K093,P.S. 093 William H. Prescott,331300010093,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1909/07/01 00:00:00.000,Open,K093,31 NEW YORK AVENUE,"999122","186688",-73.946381000000002,40.679079000000002,"303","36","24700","3018680007",BK61,Crown Heights North,"13","13",COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",K093
15K094,K094,P.S. 094 The Henry Longfellow,331500010094,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1908/07/01 00:00:00.000,Open,K094,5010 6 AVENUE,"981809","173805",-74.008795000000006,40.643729999999998,"307","38","9800","3007920026",BK34,Sunset Park East,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K094
21K095,K095,P.S. 095 The Gravesend,332100010095,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1915/07/01 00:00:00.000,Open,K095,345 VAN SICKLEN STREET,"991286","156415",-73.974664000000004,40.595996000000000,"315","47","39800","3071230066",BK26,Gravesend,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K095
21K096,K096,I.S. 096 Seth Low,332100010096,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1929/07/01 00:00:00.000,Open,K096,99 AVENUE P,"988419","160837",-73.984984999999995,40.608134999999997,"311","44","43000","3065950033",BK29,Bensonhurst East,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K096
21K097,K097,P.S. 97 The Highlawn,332100010097,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1921/07/01 00:00:00.000,Open,K097,1855 STILLWELL AVENUE,"988257","158307",-73.985569999999996,40.601191000000000,"311","47","40400","3066670024",BK29,Bensonhurst East,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K097
21K098,K098,I.S. 98 Bay Academy,332100010098,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1997/06/20 00:00:00.000,Open,K043,1401 EMMONS AVENUE,"997014","152008",-73.954047000000003,40.583893000000003,"315","48","60800","3087670026",BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K098
21K099,K099,P.S. 099 Isaac Asimov,332100010099,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1914/07/01 00:00:00.000,Open,K099,1120 EAST  10 STREET,"993680","165698",-73.966031000000001,40.621473999999999,"312","44","45400","3065350011",BK46,Ocean Parkway South,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K099
21K100,K100,P.S. 100 The Coney Island School,332100010100,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1924/07/01 00:00:00.000,Open,K100,2951 WEST  3 STREET,"992353","149710",-73.970830000000007,40.577590999999998,"313","48","35602","3072810001",BK23,West Brighton,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K100
21K101,K101,P.S. 101 The Verrazano,332100010101,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1927/07/01 00:00:00.000,Open,K101,2360 BENSON AVENUE,"986482","156918",-73.991962000000001,40.597378999999997,"311","47","30200","3068750032",BK29,Bensonhurst East,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K101
20K102,K102,P.S. 102 The Bayview,332000010102,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",1900/07/01 00:00:00.000,Open,K102,211 72 STREET,"976268","170377",-74.028757999999996,40.634318000000000,"310","43","6800","3058900001",BK31,Bay Ridge,"20","20",COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K102
13K103,K103,Satellite Three,331300010103,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",1999/07/01 00:00:00.000,Closed,K056,170 GATES AVENUE,"995195","188583",-73.960536000000005,40.684286000000000,"302","35","23100","3019830010",BK69,Clinton Hill,"13","13",COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",K103
20K104,K104,P.S./I.S. 104 The Fort Hamilton School,332000010104,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1907/07/01 00:00:00.000,Open,K104,9115 5 AVENUE,"976340","164460",-74.028492000000000,40.618077000000000,"310","43","16000","3060880001",BK31,Bay Ridge,"20","20",COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K104
20K105,K105,P.S. 105 The Blythebourne,332000010105,DOE,General Academic,Elementary,"0K,01,02,03,04,05","PK,0K,01,02,03,04,05",1926/07/01 00:00:00.000,Open,K105,1031 59 STREET,"983241","170012",-74.003635000000003,40.633319999999998,"312","38","21400","3057020001",BK88,Borough Park,"20","20",COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K105
32K106,K106,P.S. 106 Edward Everett Hale,333200010106,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1894/07/01 00:00:00.000,Open,K106,1328 PUTNAM AVENUE,"1008271","191883",-73.913377999999994,40.693317999999998,"304","37","41500","3033760034",BK78,Bushwick South,"32","32",COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",K106
15K107,K107,P.S. 107 John W. Kimball,331500010107,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1894/07/01 00:00:00.000,Open,K107,1301 8 AVENUE,"989471","180806",-73.981181000000007,40.662945000000001,"306","39","16700","3011010001",BK37,Park Slope-Gowanus,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K107
19K108,K108,P.S. 108 Sal Abbracciamento,331900010108,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1895/07/01 00:00:00.000,Open,K108,200 LINWOOD STREET,"1016327","187512",-73.884348000000003,40.681294999999999,"305","37","117202","3039260045",BK83,Cypress Hills-City Line,"19","19",COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K108
22K109,K109,P.S. 109,332200010109,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1995/09/08 00:00:00.000,Open,K395,1001 EAST  45 STREET,"1002818","170938",-73.933098999999999,40.635841999999997,"317","45","83600","3050220002",BK91,East Flatbush-Farragut,"22","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K109
22K109,K109,P.S. 109,332200010109,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1995/09/08 00:00:00.000,Open,K395,1001 EAST  45 STREET,"1002818","170938",-73.933098999999999,40.635841999999997,"317","45","83600","3050220002",BK91,East Flatbush-Farragut,"22","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K109
14K110,K110,P.S. 110 The Monitor,331400010110,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1895/07/01 00:00:00.000,Open,K110,124 MONITOR STREET,"1000347","202961",-73.941925999999995,40.723742999999999,"301","33","59100","3026880042",BK76,Greenpoint,"14","14",COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",K110
20K112,K112,P.S. 112 Lefferts Park,332000010112,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905/07/01 00:00:00.000,Open,K112,7115 15 AVENUE,"984093","164947",-74.000564999999995,40.619416999999999,"311","43","19000","3061800001",BK28,Bensonhurst West,"20","20",COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K112
13K113,K113,M.S. 113 Ronald Edmonds Learning Center,331300010113,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1962/07/01 00:00:00.000,Open,K113,300 ADELPHI STREET,"992161","190215",-73.971474000000001,40.688769000000001,"302","35","18100","3021030004",BK68,Fort Greene,"13","13",COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",K113
18K114,K114,P.S. 114 Ryder Elementary,331800010114,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1907/07/01 00:00:00.000,Open,K114,1077 REMSEN AVENUE,"1009815","173437",-73.907880000000006,40.642684000000003,"318","46","96400","3081600022",BK50,Canarsie,"18","18",COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K114
18K115,K115,P.S. 115 Daniel Mucatel School,331800010115,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1922/07/01 00:00:00.000,Open,K115,1500 EAST  92 STREET,"1012589","170590",-73.897896000000003,40.634861000000001,"318","46","100800","3082560001",BK50,Canarsie,"18","18",COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K115
32K116,K116,P.S. 116 Elizabeth L Farrell,333200010116,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1897/07/01 00:00:00.000,Open,K116,515 KNICKERBOCKER AVENUE,"1007386","193616",-73.916562999999996,40.698076999999998,"304","37","43300","3033170001",BK77,Bushwick North,"32","32",COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",K116
13K117,K117,J.H.S. 117 Francis Scott Key,331300010117,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",1955/07/01 00:00:00.000,Closed,K117,300 WILLOUGHBY AVENUE,"995677","191627",-73.958799999999997,40.692599999999999,"303","33","23500","3019260010",BK69,Clinton Hill,"13","13",COMMUNITY SCHOOL DISTRICT 13,James Machen,K117
15K118,K118,The Maurice Sendak Community School,331500010118,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2013/07/01 00:00:00.000,Open,K763,211 8TH STREET,"987689","183793",-73.987601999999995,40.671145000000003,"306","39","13700","3009980001",BK37,Park Slope-Gowanus,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K118
22K119,K119,P.S. 119 Amersfort,332200010119,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1904/07/01 00:00:00.000,Open,K119,3829 AVENUE K,"1001257","167365",-73.938732999999999,40.626038000000001,"318","45","73400","3077860001",BK58,Flatlands,"22","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K119
14K120,K120,P.S. 120 Carlos Tapia,331400010120,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1965/07/01 00:00:00.000,Open,K120,18 BEAVER STREET,"1001472","194610",-73.937888000000001,40.700819000000003,"304","34","38900","3031370026",BK78,Bushwick South,"14","14",COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",K120
21K121,K121,P.S. 121 Nelson A. Rockefeller,332100010121,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1929/07/01 00:00:00.000,Open,K121,5301 20 AVENUE,"990226","166133",-73.978471999999996,40.622670999999997,"312","44","46400","3054951101",BK88,Borough Park,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K121
17K122,K122,Pathways in Technology Early College High School (,331700011122,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12,13,14",2011/07/01 00:00:00.000,Open,K625,150 ALBANY AVENUE,"1001092","185533",-73.939282000000006,40.675905000000000,"308","36","31100","3012160046",BK61,Crown Heights North,"17","17",NULL,NULL,K122
32K123,K123,P.S. 123 Suydam,333200010123,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1901/07/01 00:00:00.000,Open,K123,100 IRVING AVENUE,"1005769","195800",-73.922387999999998,40.704076000000001,"304","34","44500","3032100001",BK77,Bushwick North,"32","32",COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",K123
15K124,K124,P.S. 124 Silas B. Dutcher,331500010124,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1900/07/01 00:00:00.000,Open,K124,515 4 AVENUE,"986852","182452",-73.990620000000007,40.667464000000002,"306","39","14100","3010340001",BK37,Park Slope-Gowanus,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K124
84K125,K125,Success Academy Charter School - Bed-Stuy 2,331400861022,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04",2012/07/01 00:00:00.000,Open,K059,211 THROOP AVENUE,"999978","193443",-73.943279000000004,40.697619000000003,"303","36","28502","3017490001",BK35,Stuyvesant Heights,"14","84",OFFICE OF CHARTER SCHOOLS,NULL,K125
14K126,K126,John Ericsson Middle School 126,331400010126,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1966/07/01 00:00:00.000,Open,K126,424 LEONARD STREET,"998683","201530",-73.947931999999994,40.719817999999997,"301","33","49900","3027120001",BK76,Greenpoint,"14","14",COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",K126
20K127,K127,P.S. 127 Mckinley Park,332000010127,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1900/07/01 00:00:00.000,Open,K127,7805 7 AVENUE,"979134","166503",-74.018428999999998,40.623686999999997,"310","43","20600","3059730001",BK30,Dyker Heights,"20","20",COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K127
21K128,K128,P.S. 128 Bensonhurst,332100010128,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1900/07/01 00:00:00.000,Open,K128,2075 84 STREET,"985615","159687",-73.995084000000006,40.604979999999998,"311","47","28800","3063290032",BK28,Bensonhurst West,"21","21",COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",K128
84K129,K129,Success Academy Charter School - Cobble Hill,331500861023,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",2012/07/01 00:00:00.000,Open,K293,284 BALTIC STREET,"986110","188843",-73.993292999999994,40.685006000000001,"306","33","6900","3004020001",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"15","84",OFFICE OF CHARTER SCHOOLS,NULL,K129
15K130,K130,P.S. 130 The Parkside,331500010130,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1903/07/01 00:00:00.000,Open,K130,70 OCEAN PARKWAY,"990895","175698",-73.976052999999993,40.648924000000001,"307","39","50000","3053190001",BK40,Windsor Terrace,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K130
15K131,K131,P.S. 131 Brooklyn,331500010131,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1901/07/01 00:00:00.000,Open,K131,4305 FT HAMILTON PARKWAY,"986124","172711",-73.993246999999997,40.640728000000003,"312","39","22400","3056030001",BK88,Borough Park,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K131
14K132,K132,P.S. 132 The Conselyea School,331400010132,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",1902/07/01 00:00:00.000,Open,K132,320 MANHATTAN AVENUE,"999313","199692",-73.945662999999996,40.714772000000004,"301","34","49700","3027590001",BK90,East Williamsburg,"14","14",COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",K132
13K133,K133,P.S. 133 William A. Butler,331300010133,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1900/07/01 00:00:00.000,Open,K317,610 BALTIC STREET,"989671","186989",-73.980455000000006,40.679915999999999,"306","39","12901","3009400111",BK37,Park Slope-Gowanus,"13","13",COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",K133
22K134,K134,P.S. K134,332200010134,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1999/07/01 00:00:00.000,Open,K849,4001 18 AVENUE,"991694","169585",-73.973179999999999,40.632145000000001,"314","44","48000","3054160048",BK42,Flatbush,"22","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K134
18K135,K135,P.S. 135 Sheldon A. Brookner,331800010135,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1923/07/01 00:00:00.000,Open,K135,684 LINDEN BOULEVARD,"1002855","177223",-73.932948999999994,40.653092999999998,"317","41","87000","3046730001",BK91,East Flatbush-Farragut,"18","18",COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K135
15K136,K136,I.S. 136 Charles O. Dewey,331500010136,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1901/07/01 00:00:00.000,Open,K136,4004 4 AVENUE,"982142","176864",-74.007596000000007,40.652127000000000,"307","38","8200","3007130020",BK32,Sunset Park West,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K136
